Month,Category,Item,Option,Quantity,Price Per Unit,Total Profit
November,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,36.00,2500.00,90000.00
November,Vaccines,Flu Vaccine,N/A,41.00,2000.00,82000.00
November,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,19.00,4000.00,76000.00
November,Ultrasound,Obstetrics and Gynecology,Pelvic,43.00,1200.00,51600.00
November,Others,Non-Stress Test,N/A,40.00,1000.00,40000.00
November,Services,REI,N/A,47.00,800.00,37600.00
November,Medicines,Medicine,Heragest,505.00,65.00,32825.00
November,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),18.00,1700.00,30600.00
November,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,9.00,3000.00,27000.00
November,Vaccines,TD Vaccine,N/A,31.00,860.00,26660.00
November,Medical Certificate,Medical Certificate,N/A,53.00,500.00,26500.00
November,Vaccines,Varicella Vaccine,N/A,7.00,3500.00,24500.00
November,Laboratory,Clinical Chemistry,75 Gram OGTT,20.00,1200.00,24000.00
November,Vaccines,MMR Vaccine,N/A,9.00,2500.00,22500.00
November,Ultrasound,Obstetrics and Gynecology,Biometry,18.00,1200.00,21600.00
November,Laboratory,Medical Packages,Thyroid Function Test,11.00,1800.00,19800.00
November,Services,Surgery Consultation,N/A,32.00,600.00,19200.00
November,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,11.00,1700.00,18700.00
November,Laboratory,Clinical Microbiology,Papsmear,23.00,800.00,18400.00
November,Laboratory,Medical Packages,Buntis Package B,7.00,2500.00,17500.00
November,Laboratory,Medical Packages,Wellness Package,7.00,2500.00,17500.00
November,Vaccines,Tetanus Toxoid Vaccine,N/A,33.00,500.00,16500.00
November,Vaccines,Rotarix Vaccine,N/A,5.00,3000.00,15000.00
November,Medicines,Medicine,Calcium Carbonate + D3 (Calcidin),1210.00,12.00,14520.00
November,Surgeon,Surgery Procedure (4500),N/A,3.00,4500.00,13500.00
November,Vaccines,Hepatitis A Vaccine,N/A,5.00,2500.00,12500.00
November,Vaccines,Meningococcal Vaccine,N/A,3.00,4000.00,12000.00
November,Services,Endocrinologist Consultation,N/A,15.00,800.00,12000.00
November,Vaccines,Japanese Encephalitis Vaccine,N/A,3.00,4000.00,12000.00
November,Medicines,Medicine,Multivitamins (Mosvit Elite),588.00,18.00,10584.00
November,Medicines,Family Planning,DMPA (Depotrust),21.00,500.00,10500.00
November,Vaccines,GARDASIL 9 Vaccine,N/A,1.00,10000.00,10000.00
November,Laboratory,Clinical Chemistry,HIV Screening,15.00,650.00,9750.00
November,Vaccines,PPD Test,N/A,13.00,750.00,9750.00
November,Medicines,Medicine,Heme Up,482.00,20.00,9640.00
November,Laboratory,Hematology,Complete Blood Count (CBC),23.00,400.00,9200.00
November,Surgeon,Surgery Procedure (8500),N/A,1.00,8500.00,8500.00
November,Ultrasound,General Ultrasound,Whole Abdomen,5.00,1700.00,8500.00
November,Laboratory,Medical Packages,Buntis Package A,5.00,1700.00,8500.00
November,Medical Certificate,Biopsy Result,N/A,1.00,8000.00,8000.00
November,Services,Urology Consultation,N/A,10.00,785.70,7857.00
November,Ultrasound,Obstetrics and Gynecology,3D-4D Ultrasound,3.00,2500.00,7500.00
November,Medicines,Medicine,Metindaz,56.00,130.00,7280.00
November,Medical Certificate,Swab Test,N/A,6.00,1200.00,7200.00
November,Vaccines,MMRV Vaccine,N/A,1.00,6500.00,6500.00
November,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),506.00,12.00,6072.00
November,Medicines,Medicine,Evening Primrose (PRIMAVIX),173.00,35.00,6055.00
November,Medicines,Medicine,Ferrous + Folic Acid (Prenat),485.00,12.00,5820.00
November,Medicines,Medicine,Evening Primrose (Primdin),143.00,35.00,5005.00
November,Surgeon,Surgery Procedure (5000),N/A,1.00,5000.00,5000.00
November,Services,Ear Piercing,N/A,5.00,1000.00,5000.00
November,Services,Regular Circumcision,N/A,2.00,2500.00,5000.00
November,Ultrasound,Obstetrics and Gynecology,Cervical Length,7.00,700.00,4900.00
November,Services,Cardiology Consultation,N/A,6.00,800.00,4800.00
November,Laboratory,Hematology,Platelet Count (PC),19.00,250.00,4750.00
November,Medicines,Medicine,Letrozole,30.00,150.00,4500.00
November,Laboratory,Medical Packages,Lipid Profile,4.00,1000.00,4000.00
November,Laboratory,Hematology,ABO RH Typing,13.00,300.00,3900.00
November,Medicines,Family Planning,FAYE,6.00,600.00,3600.00
November,Laboratory,Clinical Chemistry,VDRL-RPR,8.00,450.00,3600.00
November,Laboratory,Clinical Chemistry,HBsAg Screening,8.00,450.00,3600.00
November,Medical Certificate,Cardiology Clearance,N/A,1.00,3500.00,3500.00
November,Laboratory,Miscellaneous,Histopath - medium ,1.00,3500.00,3500.00
November,Surgeon,Surgery Procedure (3500),N/A,1.00,3500.00,3500.00
November,Ultrasound,General Ultrasound,Scrotal Ultrasound (with Doppler),2.00,1700.00,3400.00
November,Laboratory,Clinical Microscopy,Urinalysis,16.00,200.00,3200.00
November,Laboratory,Medical Packages,Blood Chemistry (Hypertension),1.00,2958.00,2958.00
November,Ultrasound,General Ultrasound,Thyroid Ultrasound,2.00,1400.00,2800.00
November,Ultrasound,General Ultrasound,Kidneys Ureters and Bladder (KUB),2.00,1400.00,2800.00
November,Medicines,Medicine,Mommalac,185.00,15.00,2775.00
November,Services,Intramuscular Injection,N/A,3.00,800.00,2400.00
November,Ultrasound,Obstetrics and Gynecology,Transrectal,2.00,1200.00,2400.00
November,Medicines,Family Planning,IUD INSERTION - UD REMOVAL,1.00,2300.00,2300.00
November,Ultrasound,Obstetrics and Gynecology,BPS - DOPPLER VELOCIMETRY,1.00,2300.00,2300.00
November,Services,Intrauterine Device Insertion,N/A,1.00,2300.00,2300.00
November,Medicines,Medicine,Isoxuprine (Isoxilan),76.00,30.00,2280.00
November,Medicines,Miscellaneous,Pregnancy Test,19.00,120.00,2280.00
November,Ultrasound,Obstetrics and Gynecology,Placental Localization,3.00,700.00,2100.00
November,Medicines,Medicine,Cefurox,59.00,35.00,2065.00
November,Ultrasound,Obstetrics and Gynecology,BPS + Biometry w- Cervical Length,1.00,2000.00,2000.00
November,Laboratory,Clinical Chemistry,FBS,3.00,650.00,1950.00
November,Ultrasound,General Ultrasound,Whole Abdomen (to r-o acute appendicitis),1.00,1900.00,1900.00
November,Ultrasound,General Ultrasound,Inguinoscrotal Ultrasound (with doppler),1.00,1900.00,1900.00
November,Ultrasound,General Ultrasound,Neck Ultrasound (Thyroid Submandibular and Lymph N,1.00,1700.00,1700.00
November,Laboratory,Miscellaneous,HbA1c,3.00,550.00,1650.00
November,Laboratory,Clinical Microbiology,Urine C-S,2.00,800.00,1600.00
November,Medicines,Medicine,Methylergometrine (Ergojen),63.00,25.00,1575.00
November,Surgeon,Surgery Procedure (1500),N/A,1.00,1500.00,1500.00
November,Pediatric Medicines,Azithromycin (Azythrex),N/A,3.00,500.00,1500.00
November,Vaccines,Hepatitis B Vaccine,N/A,1.00,1500.00,1500.00
November,Medicines,Medicine,Mupirocin Ointment (Mupiderm),6.00,250.00,1500.00
November,Medicines,Miscellaneous,Feminine Wash (Femcare),6.00,250.00,1500.00
November,Ultrasound,General Ultrasound,Hepatobiliary Tree (Liver Spleen Bile Ducts Gallbl,1.00,1400.00,1400.00
November,Laboratory,Miscellaneous,Quantitative Beta-Hcg,1.00,1300.00,1300.00
November,Medicines,Medicine,Gestron,19.00,65.00,1235.00
November,Others,Catheter Change,N/A,1.00,1232.00,1232.00
November,Laboratory,Miscellaneous,Wet Smear,2.00,600.00,1200.00
November,Laboratory,Clinical Chemistry,HbA1c,2.00,550.00,1100.00
November,Medicines,Medicine,Folic Acid (Folitrene),72.00,15.00,1080.00
November,Laboratory,Clinical Chemistry,SGPT,4.00,250.00,1000.00
November,Others,Administration Fee,N/A,4.00,250.00,1000.00
November,Medicines,Medicine,Azithromycin (Azithrovin),10.00,85.00,850.00
November,Medicines,Medicine,Folic Acid (Quatrofol),54.00,15.00,810.00
November,Pediatric Medicines,Chewies Immunolicious,N/A,1.00,800.00,800.00
November,Medicines,Miscellaneous,Dexa,1.00,750.00,750.00
November,Pediatric Medicines,Salinase Spray,N/A,3.00,250.00,750.00
November,Pediatric Medicines,Nasatapp Drops,N/A,5.00,150.00,750.00
November,Laboratory,Clinical Chemistry,SGOT,3.00,250.00,750.00
November,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,1.00,700.00,700.00
November,Laboratory,Clinical Chemistry,Potassium,2.00,350.00,700.00
November,Laboratory,Miscellaneous,Prolactin,1.00,700.00,700.00
November,Laboratory,Clinical Chemistry,FT4,1.00,650.00,650.00
November,Laboratory,Clinical Chemistry,TSH,1.00,650.00,650.00
November,Medicines,Medicine,Isoxsuprene HCl (Isoxilan),21.00,30.00,630.00
November,Laboratory,Clinical Chemistry,Creatinine,2.00,300.00,600.00
November,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),2.00,300.00,600.00
November,Ultrasound,General Ultrasound,Soft Tissue Ultrasound (ex. Axillary),1.00,600.00,600.00
November,Medicines,Miscellaneous,Drysheet - Underpad,12.00,50.00,600.00
November,Pediatric Medicines,Cetirizine (Hydrochloride Allercon-25),N/A,4.00,150.00,600.00
November,Ultrasound,Obstetrics and Gynecology,Follicle Monitoring,1.00,500.00,500.00
November,Pediatric Medicines,Iron B and Complex (Ferlin),N/A,2.00,250.00,500.00
November,Medicines,Medicine,Cefuroxime Axetil (Uroxime),14.00,35.00,490.00
November,Services,Clinical Fee,N/A,3.00,150.00,450.00
November,Medical Certificate,General Ultrasound (with Certified True Copy),N/A,8.00,50.00,400.00
November,Laboratory,Clinical Chemistry,Sodium,1.00,350.00,350.00
November,Medicines,Medicine,Nausecare,22.00,15.00,330.00
November,Laboratory,Miscellaneous,Serum Preg Test,1.00,300.00,300.00
November,Pediatric Medicines,Nasatapp Syrup,N/A,2.00,150.00,300.00
November,Laboratory,Clinical Chemistry,Uric Acid,1.00,300.00,300.00
November,Pediatric Medicines,Ambroxol Hydrochloride (Tempracof),N/A,1.00,250.00,250.00
November,Laboratory,Clinical Microscopy,Fecalysis,1.00,250.00,250.00
November,Medicines,Miscellaneous,OGTT Juice,1.00,200.00,200.00
November,Pediatric Medicines,Paracetamol Syrup (Tempra),N/A,1.00,200.00,200.00
November,Pediatric Medicines,Provits 120 ml,N/A,1.00,200.00,200.00
November,Pediatric Medicines,Cetirizine (Allerkid Drops),N/A,1.00,180.00,180.00
November,Pediatric Medicines,Ambroxol Hydrochloride (Cofzol),N/A,1.00,150.00,150.00
November,Pediatric Medicines,Paracetamol Drops (Tempra),N/A,1.00,100.00,100.00
November,Pediatric Medicines,Vivalyte,N/A,1.00,100.00,100.00
November,Medicines,Miscellaneous,Speculum,2.00,50.00,100.00
November,Medicines,Miscellaneous,Urine Container,8.00,10.00,80.00
November,Medicines,Medicine,Cholecalciferol + Calcium (Calvit Gold),5.00,15.00,75.00
November,Medicines,Miscellaneous,"Micropore 1""",1.00,50.00,50.00
November,Medicines,Medicine,Methyldopa,2.00,25.00,50.00
November,Medicines,Medicine,Isoxsuprene Hcl (Duvatrene),1.00,30.00,30.00
November,Medicines,Miscellaneous,Wee bag,1.00,15.00,15.00
December,Services,Obstetrics and Gynecology Consultation,N/A,703.00,599.09,421158.00
December,Services,Pediatrics Consultation,N/A,659.00,599.68,395186.00
December,Ultrasound,Obstetrics and Gynecology,Transvaginal,185.00,1193.93,220877.71
December,Vaccines,Rotateq Vaccine,N/A,55.00,2493.18,137125.00
December,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,32.00,4000.00,128000.00
December,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,46.00,2500.00,115000.00
December,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,85.00,1300.00,110500.00
December,Vaccines,Flu Vaccine,N/A,48.00,2000.00,96000.00
December,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,18.00,4000.00,72000.00
December,Ultrasound,Obstetrics and Gynecology,Pelvic,51.00,1200.00,61200.00
December,Others,Non-Stress Test,N/A,46.00,1000.00,46000.00
December,Medicines,Medicine,Heragest,682.00,65.00,44330.00
December,Vaccines,"PCV ""Vaxneuvance"" Vaccine",N/A,8.00,5000.00,40000.00
December,Medical Certificate,Medical Certificate,N/A,72.00,500.00,36000.00
December,Vaccines,TD Vaccine,N/A,29.00,860.00,24940.00
December,Vaccines,Japanese Encephalitis Vaccine,N/A,6.00,4000.00,24000.00
December,Vaccines,Rotarix Vaccine,N/A,7.00,3000.00,21000.00
December,Ultrasound,Obstetrics and Gynecology,Biometry,17.00,1200.00,20400.00
December,Vaccines,MMRV Vaccine,N/A,3.00,6500.00,19500.00
December,Vaccines,Tetanus Toxoid Vaccine,N/A,37.00,500.00,18500.00
December,Services,Laser Circumcision,N/A,4.00,4500.00,18000.00
December,Medical Certificate,Swab Test,N/A,15.00,1200.00,18000.00
December,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,6.00,3000.00,18000.00
December,Services,Endocrinologist Consultation,N/A,23.00,781.35,17971.00
December,Medicines,Medicine,Evening Primrose (PRIMAVIX),505.00,35.00,17675.00
December,Medicines,Medicine,Multivitamins (Mosvit Elite),947.00,18.00,17046.00
December,Laboratory,Clinical Microbiology,Papsmear,20.00,800.00,16000.00
December,Laboratory,Clinical Chemistry,75 Gram OGTT,13.00,1200.00,15600.00
December,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),9.00,1700.00,15300.00
December,Laboratory,Medical Packages,Thyroid Function Test,8.00,1800.00,14400.00
December,Services,REI,N/A,17.00,800.00,13600.00
December,Laboratory,Miscellaneous,AMH,1.00,13000.00,13000.00
December,Medicines,Medicine,Calcium Carbonate + D3 (Calcidin),1071.00,12.00,12852.00
December,Vaccines,MMR Vaccine,N/A,5.00,2500.00,12500.00
December,Services,Surgery Consultation,N/A,19.00,600.00,11400.00
December,Vaccines,Varicella Vaccine,N/A,3.00,3500.00,10500.00
December,Medicines,Family Planning,DMPA (Depotrust),21.00,500.00,10500.00
December,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,6.00,1700.00,10200.00
December,Laboratory,Hematology,Complete Blood Count (CBC),24.00,400.00,9600.00
December,Surgeon,Surgery Procedure (4500),N/A,2.00,4500.00,9000.00
December,Laboratory,Medical Packages,Buntis Package A,5.00,1700.00,8500.00
December,Medicines,Medicine,Heme Up,423.00,20.00,8460.00
December,Vaccines,Meningococcal Vaccine,N/A,2.00,4000.00,8000.00
December,Ultrasound,Obstetrics and Gynecology,3D-4D Ultrasound,3.00,2500.00,7500.00
December,Ultrasound,General Ultrasound,Scrotal Ultrasound (with Doppler),4.00,1700.00,6800.00
December,Laboratory,Clinical Chemistry,HIV Screening,10.00,650.00,6500.00
December,Ultrasound,Obstetrics and Gynecology,Transrectal,5.00,1200.00,6000.00
December,Services,Ear Piercing,N/A,6.00,1000.00,6000.00
December,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),451.00,12.00,5412.00
December,Services,Urology Consultation,N/A,7.00,757.14,5300.00
December,Ultrasound,General Ultrasound,Whole Abdomen,3.00,1700.00,5100.00
December,Medicines,Medicine,Folic Acid (Quatrofol),334.00,15.00,5010.00
December,Laboratory,Medical Packages,Buntis Package B,2.00,2500.00,5000.00
December,Laboratory,Clinical Microscopy,Urinalysis,23.00,200.00,4600.00
December,Vaccines,PPD Test,N/A,6.00,750.00,4500.00
December,Services,Cardiology Consultation,N/A,6.00,728.50,4371.00
December,Ultrasound,General Ultrasound,Kidneys Ureters and Bladder (KUB),3.00,1400.00,4200.00
December,Medicines,Medicine,Ferrous + Folic Acid (Prenat),346.00,12.00,4152.00
December,Medicines,Family Planning,IMPLANT (INSERTION),1.00,4000.00,4000.00
December,Medicines,Medicine,Cholecalciferol + Calcium (Calvit Gold),260.00,15.00,3900.00
December,Laboratory,Hematology,Platelet Count (PC),15.00,250.00,3750.00
December,Medicines,Medicine,Mupirocin Ointment (Mupiderm),15.00,250.00,3750.00
December,Medicines,Medicine,Isoxuprine (Isoxilan),123.00,30.00,3690.00
December,Medicines,Medicine,Medroxyprogesterone (DB-10),45.00,80.00,3600.00
December,Medicines,Medicine,Clindamycin (Vagilin),21.00,170.00,3570.00
December,Medicines,Medicine,Letrozole,21.00,150.00,3150.00
December,Laboratory,Clinical Chemistry,HBsAg Screening,7.00,450.00,3150.00
December,Laboratory,Clinical Chemistry,VDRL-RPR,7.00,450.00,3150.00
December,Laboratory,Medical Packages,Lipid Profile,3.00,1000.00,3000.00
December,Ultrasound,Obstetrics and Gynecology,Cervical Length,4.00,700.00,2800.00
December,Laboratory,Miscellaneous,Quantitative Beta-Hcg,2.00,1300.00,2600.00
December,Laboratory,Clinical Chemistry,TSH,4.00,650.00,2600.00
December,Medicines,Medicine,Cefurox,73.00,35.00,2555.00
December,Services,Regular Circumcision,N/A,1.00,2500.00,2500.00
December,Surgeon,Surgery Procedure (2500),N/A,1.00,2500.00,2500.00
December,Ultrasound,Obstetrics and Gynecology,Biometry + OB Doppler,1.00,2500.00,2500.00
December,Laboratory,Miscellaneous,Wet Smear,4.00,600.00,2400.00
December,Laboratory,Hematology,ABO RH Typing,8.00,300.00,2400.00
December,Medicines,Miscellaneous,Pregnancy Test,19.00,120.00,2280.00
December,Services,Intramuscular Injection,N/A,3.00,704.67,2114.00
December,Ultrasound,Obstetrics and Gynecology,Placental Doppler,2.00,1000.00,2000.00
December,Ultrasound,Obstetrics and Gynecology,BPS + Biometry w- Cervical Length,1.00,2000.00,2000.00
December,Ultrasound,General Ultrasound,Inguinoscrotal Ultrasound (with doppler),1.00,1900.00,1900.00
December,Medicines,Medicine,Gestron,28.00,65.00,1820.00
December,Medicines,Family Planning,FAYE,3.00,600.00,1800.00
December,Medicines,Medicine,Clindamycin Phosphate (Vagclr-M),7.00,250.00,1750.00
December,Laboratory,Clinical Microbiology,Urine C-S,2.00,800.00,1600.00
December,Medicines,Medicine,Clomifene Citrate (Ova-mit),15.00,100.00,1500.00
December,Surgeon,Surgery Procedure (1500),N/A,1.00,1500.00,1500.00
December,Ultrasound,General Ultrasound,Thyroid Ultrasound,1.00,1400.00,1400.00
December,Ultrasound,General Ultrasound,Hepatobiliary Tree (Liver Spleen Bile Ducts Gallbl,1.00,1400.00,1400.00
December,Ultrasound,General Ultrasound,Neck Ultrasound (Thyroid Submandibular and Lymph N,1.00,1396.00,1396.00
December,Ultrasound,General Ultrasound,Upper Abdomen (HBT plus Spleen and Abdominal Aorta,1.00,1396.00,1396.00
December,Laboratory,Clinical Chemistry,FBS,2.00,650.00,1300.00
December,Medicines,Miscellaneous,Feminine Wash (Femcare),5.00,250.00,1250.00
December,Others,Catheter Change,N/A,1.00,1232.00,1232.00
December,Laboratory,Clinical Microbiology,Gram Stain,2.00,600.00,1200.00
December,Laboratory,Miscellaneous,75 Gram OGTT,1.00,1200.00,1200.00
December,Medicines,Family Planning,ALTHEA,2.00,600.00,1200.00
December,Medicines,Medicine,Folic Acid (Folitrene),80.00,15.00,1200.00
December,Laboratory,Miscellaneous,HbA1c,2.00,550.00,1100.00
December,Medicines,Medicine,Azithromycin (Azithrovin),12.00,85.00,1020.00
December,Medicines,Medicine,Evening Primrose (Primdin),27.00,35.00,945.00
December,Medicines,Medicine,Metindaz,7.00,130.00,910.00
December,Medicines,Medicine,Mommalac,58.00,15.00,870.00
December,Medicines,Miscellaneous,Tuli After Care Package,1.00,850.00,850.00
December,Medicines,Medicine,Methylergometrine (Ergojen),30.00,25.00,750.00
December,Laboratory,Clinical Chemistry,SGOT,3.00,250.00,750.00
December,Laboratory,Clinical Chemistry,SGPT,3.00,250.00,750.00
December,Others,Administration Fee,N/A,3.00,250.00,750.00
December,Ultrasound,Obstetrics and Gynecology,Placental Localization,1.00,700.00,700.00
December,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,1.00,700.00,700.00
December,Pediatric Medicines,Coamoxiclav 457 5mg,N/A,2.00,350.00,700.00
December,Laboratory,Clinical Chemistry,FT4,1.00,650.00,650.00
December,Medicines,Medicine,Momalac,43.00,15.00,645.00
December,Laboratory,Clinical Chemistry,HbA1c,1.00,550.00,550.00
December,Medical Certificate,Medical Abstract,N/A,1.00,500.00,500.00
December,Pediatric Medicines,Cetirizine (Temprazine),N/A,2.00,250.00,500.00
December,Pediatric Medicines,Azithromycin (Azythrex),N/A,1.00,500.00,500.00
December,Laboratory,Hematology,APTT,1.00,500.00,500.00
December,Laboratory,Hematology,PROTIME (PT),1.00,500.00,500.00
December,Pediatric Medicines,Salinase Spray,N/A,2.00,250.00,500.00
December,Medicines,Medicine,Cefuroxime Axetil (Aerox),14.00,35.00,490.00
December,Pediatric Medicines,Ambroxol Hydrochloride (Cofzol),N/A,3.00,150.00,450.00
December,Pediatric Medicines,Simeticone (Restime),N/A,2.00,200.00,400.00
December,Pediatric Medicines,Co-amoxiclav (Natravox),N/A,1.00,350.00,350.00
December,Pediatric Medicines,Mebendazole,N/A,2.00,175.00,350.00
December,Medicines,Medicine,Procaterol Hydrochloride (Brezu),1.00,350.00,350.00
December,Medicines,Miscellaneous,Drysheet - Underpad,7.00,50.00,350.00
December,Pediatric Medicines,Nasatapp Drops,N/A,2.00,150.00,300.00
December,Services,Clinical Fee,N/A,2.00,150.00,300.00
December,Laboratory,Clinical Chemistry,Creatinine,1.00,300.00,300.00
December,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),1.00,300.00,300.00
December,Pediatric Medicines,Appebon,N/A,1.00,200.00,200.00
December,Medicines,Medicine,Nausecare,10.00,15.00,150.00
December,Pediatric Medicines,Nasatapp Syrup,N/A,1.00,150.00,150.00
December,Medical Certificate,General Ultrasound (with Certified True Copy),N/A,3.00,50.00,150.00
December,Pediatric Medicines,Zinc Oxide and Calamine (Calmoseptine),N/A,2.00,50.00,100.00
December,Pediatric Medicines,Paracetamol Drops (Tempra),N/A,1.00,100.00,100.00
December,Medicines,Miscellaneous,Wee bag,4.00,15.00,60.00
December,Medicines,Miscellaneous,Urine Container,6.00,10.00,60.00
December,Medicines,Medicine,Methyldopa,2.00,25.00,50.00
